Target,Model,F1_Class_0,F1_Class_1,Precision,Accuracy,Recall,AUC_ROC
Type_of_Respiratory_Allergy_ARIA,RandomForest,0.992840043095787,0.9920576523671784,0.9925721677743422,0.9924704637630046,0.9920784313725491,0.9983992551566081
Type_of_Respiratory_Allergy_ARIA,XGBoost,0.9928062460957197,0.992095124416865,0.992640418009296,0.9924704637630049,0.9901176470588237,0.9990056022408964
Type_of_Respiratory_Allergy_ARIA,LogisticRegression,0.99016952333324,0.9890677418398607,0.9897967550563846,0.9896490918709221,0.9842352941176472,0.9996114081996434
Type_of_Respiratory_Allergy_ARIA,SVM,0.6685408287677889,0.6648977142025198,0.670658676244817,0.667042849585611,0.6958431372549019,0.7262861599185129
Type_of_Respiratory_Allergy_CONJ,RandomForest,0.9943075264049022,0.9835564435564436,0.9916488647500283,0.9915447011109151,0.9783068783068781,0.9996567544035898
Type_of_Respiratory_Allergy_CONJ,XGBoost,0.9993630573248407,0.9981818181818183,0.9990902964959568,0.999056603773585,1.0,0.9996718237224567
Type_of_Respiratory_Allergy_CONJ,LogisticRegression,0.8541156565793429,0.6295097332573525,0.8060367543175154,0.791183212837242,0.680952380952381,0.848039571773749
Type_of_Respiratory_Allergy_CONJ,SVM,0.7453160808142454,0.5949326350474472,0.8103973417025495,0.6876741315464645,0.880952380952381,0.7328171125639481
Type_of_Respiratory_Allergy_IGE_Pollen_Gram,RandomForest,0.7549484913802171,0.8671525665191788,0.8277436500749795,0.8278522306471521,0.8742540494458652,0.9112214398407023
Type_of_Respiratory_Allergy_IGE_Pollen_Gram,XGBoost,0.794005396802532,0.8835261600621582,0.853036553252101,0.8513137012872509,0.8799872122762148,0.9335121280251851
Type_of_Respiratory_Allergy_IGE_Pollen_Gram,LogisticRegression,0.7342355537359627,0.8291665237594275,0.8063213378303707,0.7920913419150062,0.7851023017902813,0.8787284642968449
Type_of_Respiratory_Allergy_IGE_Pollen_Gram,SVM,0.7050261750414358,0.7973675983223425,0.785229754967658,0.7601833891729853,0.7368925831202047,0.8563112782994328
Type_of_Respiratory_Allergy_GINA,RandomForest,0.9904571742600685,0.9907223394190726,0.9907311576387693,0.9905924880973374,0.988956228956229,0.9991129241129242
Type_of_Respiratory_Allergy_GINA,XGBoost,0.9886593893728814,0.9887300091088397,0.9890384314203103,0.9886968788573445,0.9834006734006735,0.9993945868945868
Type_of_Respiratory_Allergy_GINA,LogisticRegression,0.9876707338271624,0.9878125687574372,0.9881059998614722,0.9877446658437666,0.9815151515151515,0.9996082621082621
Type_of_Respiratory_Allergy_GINA,SVM,0.6762257315614257,0.6613521711855148,0.673273268235186,0.6696790689472755,0.6334006734006733,0.7325848225848225
